year of exhibition,age at the time,name,birthyear,birthplace city,birthplace state,b latitude,b longitude,work place city,work place state,w latitude,w longitude
1993,43,willie varela,1950,el paso,texas,31.769956,-106.496805,el paso,texas,31.769956,-106.496805
1993,36,raymond pettibon,1957,tucson,arizona,32.221743,-110.926479,hermosa beach,california,33.862237,-118.399519
1993,50,jean-pierre forin,1943,paris,france,48.856614,2.352222,la jolla,california,32.832811,-117.271272
1993,43,james luna,1950,la jolla indian reservation,california,33.270037,-116.867247,la jolla indian reservation,california,33.270037,-116.867247
1993,42,bill viola,1951,new york,new york,40.714353,-74.005973,long beach,california,33.77005,-118.193739
1993,36,peter sellars,1957,pittsburgh,pennsylvania,40.440625,-79.995886,los angeles,california,34.052234,-118.243685
1993,37,marco williams,1956,philadelphia,pennsylvania,39.952335,-75.163789,los angeles,california,34.052234,-118.243685
1993,42,allan sekula,1951,erie,pennsylvania,42.129224,-80.085059,los angeles,california,34.052234,-118.243685
1993,31,william jones,1962,canton,ohio,40.798947,-81.378447,los angeles,california,34.052234,-118.243685
1993,39,mike kelley,1954,dearborn,michigan,42.32226,-83.176314,los angeles,california,34.052234,-118.243685
1993,37,timothy martin,1956,patuxant river,maryland,38.278097,-76.422888,los angeles,california,34.052234,-118.243685
1993,40,charles ray,1953,chicago,illinois,41.878114,-87.629798,los angeles,california,34.052234,-118.243685
1993,34,george holliday,1959,toronto,canada,43.653226,-79.383184,los angeles,california,34.052234,-118.243685
1993,44,bruce yonemoto,1949,san jose,california,37.339386,-121.894955,los angeles,california,34.052234,-118.243685
1993,31,christopher munch,1962,pasadena,california,34.147785,-118.144516,los angeles,california,34.052234,-118.243685
1993,41,lari pittman,1952,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
1993,36,daniel j. martinez,1957,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
1993,53,janice tanaka,1940,hollywood,california,34.092809,-118.328661,los angeles,california,34.052234,-118.243685
1993,40,nan goldin,1953,,washington dc,38.907231,-77.036464,new york,new york,40.705631,-73.978003
1993,26,donna golden,1967,,washington dc,38.907231,-77.036464,new york,new york,40.705631,-73.978003
1993,51,robbie mccauley,1942,norfolk,virginia,36.850769,-76.285873,new york,new york,40.705631,-73.978003
1993,38,donald moffett,1955,san antonio,texas,29.424122,-98.493628,new york,new york,40.705631,-73.978003
1993,39,shu lea cheang,1954,taiwan,taiwan,23.69781,120.960515,new york,new york,40.705631,-73.978003
1993,45,francesc torres,1948,barcelona,spain,41.385064,2.173403,new york,new york,40.705631,-73.978003
1993,38,pepon osorio,1955,santurce,puerto rico,18.440833,-66.047222,new york,new york,40.705631,-73.978003
1993,34,anne lobst,1959,danville,pennsylvania,40.96342,-76.612733,new york,new york,40.705631,-73.978003
1993,67,nancy spero,1926,cleveland,ohio,41.49932,-81.694361,new york,new york,40.705631,-73.978003
1993,48,mac wellman,1945,cleveland,ohio,41.49932,-81.694361,new york,new york,40.705631,-73.978003
1993,64,ida applebroog,1929,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1993,56,peter campus,1937,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1993,35,jennifer macdonald,1958,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1993,35,mark a. aubert,1958,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1993,33,coco fusco,1960,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1993,33,glenn ligon,1960,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1993,33,lorna simpson,1960,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1993,30,tom poole,1963,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1993,29,gary simmons,1964,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1993,32,zoe leonard,1961,liberty,new york,41.8012,-74.74655,new york,new york,40.705631,-73.978003
1993,51,mark rappaport,1942,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1993,33,lucy sexton,1960,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1993,39,fred wilson,1954,bronx,new york,40.844782,-73.864827,new york,new york,40.705631,-73.978003
1993,28,cyrille phipps,1965,bronx,new york,40.844782,-73.864827,new york,new york,40.705631,-73.978003
1993,49,elizabeth lecompte,1944,summit,new jersey,40.716111,-74.3625,new york,new york,40.705631,-73.978003
1993,39,john kelly,1954,jersey city,new jersey,40.728157,-74.077642,new york,new york,40.705631,-73.978003
1993,39,cindy sherman,1954,glen ridge,new jersey,40.805378,-74.203757,new york,new york,40.705631,-73.978003
1993,28,andrea fraser,1965,billings,montana,45.783286,-108.50069,new york,new york,40.705631,-73.978003
1993,44,charles atlas,1949,saint louis,missouri,38.627003,-90.199404,new york,new york,40.705631,-73.978003
1993,38,guillermo gomez-pena,1955,mexico city,mexico,19.432608,-99.133208,new york,new york,40.705631,-73.978003
1993,33,jack pierson,1960,plymouth,massachusetts,41.958446,-70.667262,new york,new york,40.705631,-73.978003
1993,41,julie taymor,1952,boston,massachusetts,42.358431,-71.059773,new york,new york,40.705631,-73.978003
1993,51,holly fisher,1942,boston,massachusetts,42.358431,-71.059773,new york,new york,40.705631,-73.978003
1993,46,maureen connor,1947,baltimore,maryland,39.290385,-76.612189,new york,new york,40.705631,-73.978003
1993,65,james hatch,1928,oelwein,iowa,42.678495,-91.911959,new york,new york,40.705631,-73.978003
1993,39,kiki smith,1954,nuremberg,germany,49.45203,11.07675,new york,new york,40.705631,-73.978003
1993,41,hillary leone,1952,miami,florida,25.789097,-80.204044,new york,new york,40.705631,-73.978003
1993,34,suzanne mcclelland,1959,jacksonville,florida,30.332184,-81.655651,new york,new york,40.705631,-73.978003
1993,32,randolph huff,1961,cocoa beach,florida,28.320007,-80.607551,new york,new york,40.705631,-73.978003
1993,39,robert gober,1954,wallingford,connecticut,41.457011,-72.823074,new york,new york,40.705631,-73.978003
1993,26,mathew barney,1967,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
1993,60,camille billops,1933,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
1993,32,michael joaquin grey,1961,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
1993,31,roddy bogawa,1962,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
1993,32,byron kim,1961,la jolla,california,32.832811,-117.271272,new york,new york,40.705631,-73.978003
1993,29,janine antoni,1964,freeport,bahamas,26.528472,-78.696583,new york,new york,40.705631,-73.978003
1993,30,christine chang,1963,seoul,korea,37.566535,126.977969,new york,new york,40.705631,-73.978003
1993,40,sophie calle,1953,paris,france,48.856614,2.352222,paris,france,48.856614,2.352222
1993,31,karen kilimnik,1962,philadelphia,pennsylvania,39.952335,-75.163789,philadelphia,pennsylvania,39.952335,-75.163789
1993,27,cheryle dunye,1966,monrovia,liberia,6.313333,-10.801389,philadelphia,pennsylvania,39.952335,-75.163789
1993,50,ernie gehr,1943,wisconsin,wisconsin,43.78444,-88.787868,san francisco,california,37.77493,-122.419416
1993,34,marga gomez,1959,new york,new york,40.714353,-74.005973,san francisco,california,37.77493,-122.419416
1993,33,jonathan robinson,1960,new york,new york,40.714353,-74.005973,san francisco,california,37.77493,-122.419416
1993,49,lourdes portillo,1944,chihuahua,mexico,28.632996,-106.0691,san francisco,california,37.77493,-122.419416
1993,38,jeanne c. finley,1955,los angeles,california,34.052234,-118.243685,san francisco,california,37.77493,-122.419416
1993,54,barbara hammer,1939,hollywood,california,34.092809,-118.328661,san francisco,california,37.77493,-122.419416
1993,28,kip fulbeck,1965,fontana,california,34.092234,-117.435048,santa barbara,california,34.420831,-119.69819
1993,45,pat ward williams,1948,philadelphia,pennsylvania,39.952335,-75.163789,santa monica,california,34.019454,-118.491191
1993,37,greg shepard,1956,hamilton ontario,canada,43.250021,-79.866091,sausalito,california,37.859094,-122.485251
1993,42,gary hill,1951,santa monica,california,34.019454,-118.491191,seattle,washington,47.60621,-122.332071
1993,47,chris burden,1946,boston,massachusetts,42.358431,-71.059773,topanga canyon,california,34.091945,-118.602132
1993,47,norman yonemoto,1946,chicago,illinois,41.878114,-87.629798,venice,california,33.996214,-118.468878
1995,50,paul mccarthy,1945,salt lake city,utah,40.760779,-111.891047,altadena,california,34.189727,-118.131182
1995,51,peter hutton,1944,detroit,michigan,42.331427,-83.045754,annandale-on-hudson,new york,42.0128,-73.9082
1995,61,peter saul,1934,san francisco,california,37.77493,-122.419416,austin,texas,30.267153,-97.743061
1995,30,ellen gallagher,1965,providence,rhode island,41.823989,-71.412834,boston,massachusetts,42.358431,-71.059773
1995,62,stan brakhage,1933,kansas city,missouri,39.099727,-94.578567,boulder,colorado,40.014986,-105.270546
1995,41,sue williams,1954,chicago heights,illinois,41.506146,-87.6356,brooklyn,new york,40.65,-73.95
1995,34,todd haynes,1961,los angeles,california,34.052234,-118.243685,brooklyn,new york,40.65,-73.95
1995,41,scott rankin,1954,newark,new jersey,40.735657,-74.172367,chicago,illinois,41.878114,-87.629798
1995,37,greer lankton,1958,flint,michigan,43.012527,-83.687456,chicago,illinois,41.878114,-87.629798
1995,54,joe zucker,1941,chicago,illinois,41.878114,-87.629798,east hampton,new york,40.963434,-72.184801
1995,45,willie varela,1950,el paso,texas,31.769956,-106.496805,el paso,texas,31.769956,-106.496805
1995,66,bessie harvey,1929,dallas,texas,32.78014,-96.800451,georgia-alcoa,tennessee,35.789527,-83.973793
1995,61,raphael montanez ortiz,1934,brooklyn,new york,40.65,-73.95,highland park,new jersey,40.495938,-74.424318
1995,52,andrew noren,1943,santa fe,new mexico,35.686975,-105.937799,holmdel,new jersey,40.34511,-74.184032
1995,33,thomas allen harris,1962,new york,new york,40.714353,-74.005973,la jolla,california,32.832811,-117.271272
1995,67,cy twombly,1928,lexington,virginia,37.784021,-79.442816,lexington,virginia,37.784021,-79.442816
1995,34,catherine opie,1961,sandusky,ohio,41.44894,-82.707961,los angeles,california,34.052234,-118.243685
1995,41,mike kelley,1954,wayne,michigan,42.281427,-83.386321,los angeles,california,34.052234,-118.243685
1995,42,charles ray,1953,chicago,illinois,41.878114,-87.629798,los angeles,california,34.052234,-118.243685
1995,33,diana thater,1962,san francisco,california,37.77493,-122.419416,los angeles,california,34.052234,-118.243685
1995,30,jason rhoades,1965,newcastle,california,38.873682,-121.133888,los angeles,california,34.052234,-118.243685
1995,44,harry gamboa jr.,1951,los angeles,california,34.052234,-118.243685,los angeles,angeles,34.052234,-118.243685
1995,43,lari pittman,1952,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
1995,31,toba khedoori,1964,wydney,australia,-33.867487,151.20699,los angeles,california,34.052234,-118.243685
1995,33,gabriel orozco,1962,jalapa veracruz,mexico,19.530476,-96.909131,mexico city,mexico,19.432608,-99.133208
1995,48,david knudsvig,1947,stoughton,wisconsin,42.916946,-89.217894,new york,new york,40.705631,-73.978003
1995,42,nan goldin,1953,,washington dc,38.907231,-77.036464,new york,new york,40.705631,-73.978003
1995,48,stephen mueller,1947,norfolk,virginia,36.850769,-76.285873,new york,new york,40.705631,-73.978003
1995,78,milton resnick,1917,bratslav,ukraine,48.816271,28.946199,new york,new york,40.705631,-73.978003
1995,37,sam reveles,1958,el paso,texas,31.769956,-106.496805,new york,new york,40.705631,-73.978003
1995,44,leslie thornton,1951,oak ridge,tennessee,36.010356,-84.269645,new york,new york,40.705631,-73.978003
1995,65,robert ryman,1930,nashiville,tennessee,36.166667,-86.783333,new york,new york,40.705631,-73.978003
1995,41,shu lea cheang,1954,,taiwan,23.69781,120.960515,new york,new york,40.705631,-73.978003
1995,42,joe gibbons,1953,providence,rhodes island,41.826628,-71.407851,new york,new york,40.705631,-73.978003
1995,31,lawrence andrews,1964,providence,rhode island,41.823989,-71.412834,new york,new york,40.705631,-73.978003
1995,25,christian schumann,1970,new port,rhode island,41.490102,-71.312829,new york,new york,40.705631,-73.978003
1995,54,helen marden,1941,pittsburgh,pennsylvania,40.440625,-79.995886,new york,new york,40.705631,-73.978003
1995,41,peggy ahwesh,1954,pittsburgh,pennsylvania,40.440625,-79.995886,new york,new york,40.705631,-73.978003
1995,42,jim jarmusch,1953,akron,ohio,41.081445,-81.519005,new york,new york,40.705631,-73.978003
1995,37,peter mcgough,1958,syracuse,new york,43.048122,-76.147424,new york,new york,40.705631,-73.978003
1995,62,ken jacobs,1933,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1995,42,frank moore,1953,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1995,39,lewis klahr,1956,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1995,35,emily breer,1960,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1995,71,jane freilicher,1924,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1995,46,terry winters,1949,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1995,33,gregg bordowitz,1962,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1995,57,brice marden,1938,bronxville,new york,40.938154,-73.832078,new york,new york,40.705631,-73.978003
1995,53,lawrence weiner,1942,bronx,new york,40.844782,-73.864827,new york,new york,40.705631,-73.978003
1995,52,alan turner,1943,bronx,new york,40.844782,-73.864827,new york,new york,40.705631,-73.978003
1995,51,elizabeth lecompte,1944,summit,new jersey,40.716111,-74.3625,new york,new york,40.705631,-73.978003
1995,36,peter cain,1959,orange,new jersey,40.770619,-74.232648,new york,new york,40.705631,-73.978003
1995,41,cindy sherman,1954,glen ridge,new jersey,40.805378,-74.203757,new york,new york,40.705631,-73.978003
1995,40,philip taaffe,1955,elizabeth,new jersey,40.663992,-74.210701,new york,new york,40.705631,-73.978003
1995,55,deedee halleck,1940,st. louis,missouri,38.627003,-90.199404,new york,new york,40.705631,-73.978003
1995,68,james bishop,1927,neosho,missouri,36.868955,-94.367996,new york,new york,40.705631,-73.978003
1995,37,michael rees,1958,kansas city,missouri,39.099727,-94.578567,new york,new york,40.705631,-73.978003
1995,48,judy linn,1947,detroit,michigan,42.331427,-83.045754,new york,new york,40.705631,-73.978003
1995,36,julio galan,1959,muzquiz coahuila,mexico,27.878611,-101.517222,new york,new york,40.705631,-73.978003
1995,35,jack pierson,1960,plymouth,massachusetts,41.958446,-70.667262,new york,new york,40.705631,-73.978003
1995,41,david armstrong,1954,arlington,massachusetts,42.415393,-71.156473,new york,new york,40.705631,-73.978003
1995,32,nari ward,1963,kingston,jamaica,17.983333,-76.8,new york,new york,40.705631,-73.978003
1995,33,tom kalin,1962,chicago heights,illinois,41.506146,-87.6356,new york,new york,40.705631,-73.978003
1995,32,nicole eisenman,1963,verdun,france,49.15894,5.386757,new york,new york,40.705631,-73.978003
1995,45,andrew lord,1950,rochdale,england,53.614086,-2.161814,new york,new york,40.705631,-73.978003
1995,30,siobhan liddell,1965,london,england,51.508515,-0.125487,new york,new york,40.705631,-73.978003
1995,46,carrol dunham,1949,new haven,connecticut,41.308274,-72.927883,new york,new york,40.705631,-73.978003
1995,33,cheryl donegan,1962,new haven,connecticut,41.308274,-72.927883,new york,new york,40.705631,-73.978003
1995,48,harriet korman,1947,bridgeport,connecticut,41.186548,-73.195177,new york,new york,40.705631,-73.978003
1995,56,richard serra,1939,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
1995,28,mathew barney,1967,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
1995,33,roddy bogawa,1962,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
1995,54,barry le va,1941,long beach,california,33.77005,-118.193739,new york,new york,40.705631,-73.978003
1995,43,david mcdermott,1952,hollywood,california,34.092809,-118.328661,new york,new york,40.705631,-73.978003
1995,30,andrea zittell,1965,escondido,california,33.119207,-117.086421,new york,new york,40.705631,-73.978003
1995,29,karim ainouz,1966,fortaleza,brazil,-3.731862,-38.52667,new york,new york,40.705631,-73.978003
1995,34,rirkrit tiravanija,1961,buenos aires,argentina,-34.603723,-58.381593,new york,new york,40.705631,-73.978003
1995,29,frances negron-muntaner,1966,san juan,puerto rico,18.466334,-66.105722,philadelphia,pennsylvania,39.952335,-75.163789
1995,43,margie strosser,1952,pittsburgh,pennsylvania,40.440625,-79.995886,philadelphia,pennsylvania,39.952335,-75.163789
1995,49,catherine murphy,1946,cambridge,massachusetts,42.373616,-71.109733,poughkeepsie,new york,41.700371,-73.92097
1995,27,hima b,1968,calcutta,india,22.572646,88.363895,san francisco,california,37.77493,-122.419416
1995,30,gretchen stoeltje,1965,monterey,california,36.600238,-121.894676,san francisco,california,37.77493,-122.419416
1995,40,jeanne c. finley,1955,los angeles,california,34.052234,-118.243685,san francisco,california,37.77493,-122.419416
1995,83,agnes martin,1912,maklin,saskatchewan,52.333219,-109.936426,taos,new mexico,36.407249,-105.573066
1995,43,nancy rubins,1952,naples,texas,33.203177,-94.680205,topanga,california,34.091945,-118.602132
1995,49,jeff wall,1946,vancouver,canada,49.261226,-123.113927,vancouver,canada,49.261226,-123.113927
1995,35,stan douglas,1960,vancouver,canada,49.261226,-123.113927,vancouver,canada,49.261226,-123.113927
1995,65,john o'reilly,1930,orange,new jersey,40.770619,-74.232648,worcester,massachusetts,42.262593,-71.802293
1997,58,antonio martorell,1939,anturce,puerto rico,18.440833,-66.047222,cayey,puerto rico,18.111905,-66.166
1997,42,kerry james marshall,1955,birmingham,alabama,33.520661,-86.80249,chicago,illinois,41.878114,-87.629798
1997,33,annette lawrence,1964,new york,new york,40.714353,-74.005973,denton,texas,33.214841,-97.133068
1997,48,william forsythe,1949,new york,new york,40.714353,-74.005973,frankfurt,germany,50.110922,8.682127
1997,56,bruce nauman,1941,fort wayne,indiana,41.079273,-85.139351,galisteo,new mexico,35.395595,-105.946409
1997,28,shahzia sikander,1969,lahore,pakistan,31.554606,74.357158,houston,texas,29.760193,-95.36939
1997,52,paul mccarthy,1945,salt lake city,utah,40.760779,-111.891047,los angeles,california,34.052234,-118.243685
1997,60,edward ruscha,1937,omaha,nebraska,41.252363,-95.997988,los angeles,california,34.052234,-118.243685
1997,53,charlse burnett,1944,vicksburg,mississippi,32.352646,-90.877882,los angeles,california,34.052234,-118.243685
1997,33,sharon lockhart,1964,norwood,massachusetts,42.194391,-71.198969,los angeles,california,34.052234,-118.243685
1997,44,charles ray,1953,chicago,illinois,41.878114,-87.629798,los angeles,california,34.052234,-118.243685
1997,31,jennifer pastor,1966,hartford,connecticut,41.763711,-72.685093,los angeles,california,34.052234,-118.243685
1997,35,diana thater,1962,san francisco,california,37.77493,-122.419416,los angeles,california,34.052234,-118.243685
1997,32,jason rhoades,1965,newcastle,california,38.873682,-121.133888,los angeles,california,34.052234,-118.243685
1997,45,lari pittman,1952,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
1997,37,martin kersels,1960,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
1997,35,christopher munch,1962,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
1997,29,doug aitken,1968,redondo beach,california,33.849182,-118.388408,los angeles,california,34.052234,-118.243685
1997,40,raymond pettibon,1957,tucson,arizona,32.221743,-110.926479,los angeles,california,34.052234,-118.243685
1997,41,paul shambroom,1956,teaneck,new jersey,40.893247,-74.011654,minneapolis,minnesota,44.983334,-93.26667
1997,25,sam easterson,1972,hartford,connecticut,41.763711,-72.685093,minneapolis,minnesota,44.983334,-93.26667
1997,22,roman anikushin,1975,moscow,soviet union,55.755826,37.6173,moscow,soviet union,55.755826,37.6173
1997,27,paul d. miller,1970,,washington dc,38.907231,-77.036464,new york,new york,40.705631,-73.978003
1997,32,t.j. wilcox,1965,seattle,washington,47.60621,-122.332071,new york,new york,40.705631,-73.978003
1997,56,robert wilson,1941,waco,texas,31.549333,-97.14667,new york,new york,40.705631,-73.978003
1997,64,ilya kabakov,1933,dnepropetrovsk,soviet union,48.464717,35.046183,new york,new york,40.705631,-73.978003
1997,38,bob paris,1959,columbus,ohio,39.961176,-82.998794,new york,new york,40.705631,-73.978003
1997,36,amanda miller,1961,chapel hill,north carolina,35.9132,-79.055845,new york,new york,40.705631,-73.978003
1997,64,ken jacobs,1933,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1997,59,aaron rose,1938,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1997,45,robert attanasio,1952,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1997,40,tony oursler,1957,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1997,28,beth coleman,1969,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1997,36,zoe leonard,1961,liberty,new york,41.8012,-74.74655,new york,new york,40.705631,-73.978003
1997,34,katy schimert,1963,grand island,new york,43.021628,-78.96573,new york,new york,40.705631,-73.978003
1997,29,laura parnes,1968,buffalo,new york,42.886447,-78.878369,new york,new york,40.705631,-73.978003
1997,47,abigail child,1950,newark,new jersey,40.735657,-74.172367,new york,new york,40.705631,-73.978003
1997,42,michael ashkin,1955,morristown,new jersey,40.796767,-74.481544,new york,new york,40.705631,-73.978003
1997,39,charles long,1958,long branch,new jersey,40.304278,-73.99236,new york,new york,40.705631,-73.978003
1997,40,john schabel,1957,great falls,montana,47.494184,-111.283345,new york,new york,40.705631,-73.978003
1997,35,gabriel orozco,1962,veracruz,mexico,19.173773,-96.134224,new york,new york,40.705631,-73.978003
1997,35,richard phillips,1962,marblehead,massachusetts,42.499958,-70.857802,new york,new york,40.705631,-73.978003
1997,59,burt barr,1938,lewiston,maine,44.100351,-70.214776,new york,new york,40.705631,-73.978003
1997,59,vija celmins,1938,riga,latvia,56.949649,24.105186,new york,new york,40.705631,-73.978003
1997,28,howard goldkrand,1969,fort riley,kansas,39.112072,-96.815965,new york,new york,40.705631,-73.978003
1997,45,francesco clemente,1952,naples,italy,40.851775,14.268124,new york,new york,40.705631,-73.978003
1997,39,zoe beloff,1958,belfast,ireland,54.602495,-5.927981,new york,new york,40.705631,-73.978003
1997,29,kristin lucas,1968,davenport,iowa,41.523644,-90.577637,new york,new york,40.705631,-73.978003
1997,41,michael gitlin,1956,bluffton,indiana,40.738658,-85.171637,new york,new york,40.705631,-73.978003
1997,55,dan graham,1942,urbana,illinois,40.110588,-88.20727,new york,new york,40.705631,-73.978003
1997,54,david hammons,1943,springfield,illinois,39.781721,-89.650148,new york,new york,40.705631,-73.978003
1997,43,sue williams,1954,chicago heights,illinois,41.506146,-87.6356,new york,new york,40.705631,-73.978003
1997,38,glen seator,1959,beardstown,illinois,40.017548,-90.424292,new york,new york,40.705631,-73.978003
1997,86,louise bourgeois,1911,paris,france,48.856614,2.352222,new york,new york,40.705631,-73.978003
1997,33,mathew ritchie,1964,london,england,51.508515,-0.125487,new york,new york,40.705631,-73.978003
1997,39,felix gonzalez-torres,1958,guaimaro,cuba,21.058889,-77.347778,new york,new york,40.705631,-73.978003
1997,44,philip-lorca dicorcia,1953,hartford,connecticut,41.763711,-72.685093,new york,new york,40.705631,-73.978003
1997,49,cecilia vicuna,1948,santiago,chile,-33.46912,-70.641997,new york,new york,40.705631,-73.978003
1997,27,bryan crocket,1970,santa barbara,california,34.420831,-119.69819,new york,new york,40.705631,-73.978003
1997,42,douglas blau,1955,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
1997,31,iara lee,1966,sao paulo,brazil,-23.55052,-46.633309,new york,new york,40.705631,-73.978003
1997,30,shashwati talukdar,1967,dehra dun,india,30.316495,78.032192,philadelphia,pennsylvania,39.952335,-75.163789
1997,31,cheryl dunye,1966,monrovia,liberia,6.313333,-10.801389,pomona,california,34.055103,-117.749991
1997,28,kara walker,1969,stockton,california,37.957702,-121.29078,providence,rhode island,41.823989,-71.412834
1997,48,richard prince,1949,panama canal,panama canal,9.111086,-79.699318,rensselaerville,new york,42.516189,-74.137913
1997,30,leah gilliam,1967,,washington dc,38.907231,-77.036464,rhinebeck,new york,41.931829,-73.907437
1997,46,wendy ewald,1951,detroit,michigan,42.331427,-83.045754,rhinebeck,new york,41.931829,-73.907437
1997,64,bruce cornner,1933,mcpherson,kansas,38.370842,-97.664209,san francisco,california,37.77493,-122.419416
1997,31,david sherman,1966,tucson,arizona,32.221743,-110.926479,san francisco,california,37.77493,-122.419416
1997,51,chris burden,1946,boston,massachusetts,42.358431,-71.059773,topanga canyon,california,34.091945,-118.602132
2000,29,kojo griffin,1971,farmville,virginia,37.302097,-78.39194,atlanta,georgia,33.748995,-84.387982
2000,39,ruth leitman,1961,philadelphia,pennsylvania,39.952335,-75.163789,atlanta,georgia,33.748995,-84.387982
2000,35,robin bernat,1965,monroe,illinois,38.274253,-90.186964,atlanta,georgia,33.748995,-84.387982
2000,31,chris verene,1969,galesburg,illinois,40.947816,-90.371239,atlanta,georgia,33.748995,-84.387982
2000,none,lutz bacher,none,united states,united states,37.09024,-95.712891,berkeley,california,37.871593,-122.272747
2000,39,ken goldberg,1961,bethlehem,pennsylvania,40.625932,-75.370458,berkeley,california,37.871593,-122.272747
2000,36,laurie reid,1964,minneapolis,minnesota,44.983334,-93.26667,berkeley,california,37.871593,-122.272747
2000,49,thornton dial,1951,birmingham,alabama,33.520661,-86.80249,besemer,alabama,33.401777,-86.954437
2000,43,annette lemieux,1957,norfolk,virginia,36.850769,-76.285873,boston,massachusetts,42.358431,-71.059773
2000,40,mark amerika,1960,miami,florida,25.789097,-80.204044,boulder,colorado,40.014986,-105.270546
2000,43,mandy morrison,1957,new york,new york,40.714353,-74.005973,brooklyn,new york,40.65,-73.95
2000,33,e. v. day,1967,new york,new york,40.714353,-74.005973,brooklyn,new york,40.65,-73.95
2000,37,darcey steinke,1963,oneida,new york,43.092568,-75.651293,brooklyn,new york,40.65,-73.95
2000,36,elisabeth subrin,1964,boston,massachusetts,42.358431,-71.059773,brooklyn,new york,40.65,-73.95
2000,31,sarah sze,1969,boston,massachusetts,42.358431,-71.059773,brooklyn,new york,40.65,-73.95
2000,33,walid ra'ad,1967,chbanieh,lebanon,33.816394,35.704159,brooklyn,new york,40.65,-73.95
2000,34,kurt kauper,1966,indianapolis,indiana,39.768403,-86.158068,brooklyn,new york,40.65,-73.95
2000,37,rina banerjee,1963,calcutta,india,22.572646,88.363895,brooklyn,new york,40.65,-73.95
2000,38,jem cohen,1962,kabul,afghanistan,34.533056,69.166111,brooklyn,new york,40.65,-73.95
2000,52,errol morris,1948,hewitt,new york,43.982472,-75.926323,cambridge,massachusetts,42.373616,-71.109733
2000,27,sadie benning,1973,milwaukee,wisconsin,43.038903,-87.906474,chicago,illinois,41.878114,-87.629798
2000,39,inigo manglano-ovalle,1961,madrid,spain,40.416775,-3.70379,chicago,illinois,41.878114,-87.629798
2000,47,dawoud bey,1953,jamaica,queens,40.702677,-73.788969,chicago,illinois,41.878114,-87.629798
2000,40,chris sullivan,1960,pittsburgh,pennsylvania,40.440625,-79.995886,chicago,illinois,41.878114,-87.629798
2000,29,jennifer reeder,1971,columbus,ohio,39.961176,-82.998794,chicago,illinois,41.878114,-87.629798
2000,38,yvonne welbon,1962,chicago,illinois,41.878114,-87.629798,chicago,illinois,41.878114,-87.629798
2000,42,m. w. burns,1958,stamford,connecticut,41.05343,-73.538734,chicago,illinois,41.878114,-87.629798
2000,49,nic nicosia,1951,dallas,texas,32.78014,-96.800451,dallas,texas,32.78014,-96.800451
2000,58,william de lottie,1942,new britain,connecticut,41.66121,-72.779542,eastford,connecticut,41.902042,-72.079798
2000,57,vernon fisher,1943,fort worth,texas,32.755488,-97.330766,fort worth,texas,32.755488,-97.330766
2000,31,brian fridge,1969,fort worth,texas,32.755488,-97.330766,fort worth,texas,32.755488,-97.330766
